pkt arrive time in UTC,Label,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1605058293.66738,0,1.00000,23,255,1,147,1111,2000,PIOC,111,1605058292,0,1,1,0,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605058294.66776,0,1.00038,23,255,1,147,1111,2000,PIOC,111,1605058292,0,1,1,1,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605058294.93199,0,1.00000,32,255,2,147,1121,2000,PIOC,121,1605058293,0,1,1,0,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605058295.66818,0,1.00042,23,255,1,147,1111,2000,PIOC,111,1605058292,0,1,1,2,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605058295.93292,0,1.00093,32,255,2,147,1121,2000,PIOC,121,1605058293,0,1,1,1,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605058296.14799,0,1.00000,99,255,4,142,1231,2000,BFP,231,1605058295,0,1,1,0,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605058296.32728,0,1.00000,11,255,3,152,1131,2000,PIOC,131,1605058295,0,1,1,0,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605058296.66860,0,1.00042,23,255,1,147,1111,2000,PIOC,111,1605058292,0,1,1,3,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605058296.93341,0,1.00049,32,255,2,147,1121,2000,PIOC,121,1605058293,0,1,1,2,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605058297.14906,0,1.00107,99,255,4,142,1231,2000,BFP,231,1605058295,0,1,1,1,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
