year,month,day,hour,minute,second,millisecond,UTC,open_CB1-22KV,open_CB2-22KV,open_CB3-22KV,open_CB1-FDR1,open_CB2-FDR2,open_CB-FDR3,open_CB-FDR4,I_FDR1,I_FDR2,I_FDR3,I_FDR4
2021,4,25,15,53,31,862,1619330011.862000,0,0,0,0,0,0,0,0,0,0,0,
2021,4,25,15,53,31,988,1619330011.988000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,32,101,1619330012.101000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,32,221,1619330012.221000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,32,336,1619330012.336000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,32,451,1619330012.451000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,32,570,1619330012.570000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,32,682,1619330012.682000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,32,800,1619330012.800000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,32,914,1619330012.914000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,33,32,1619330013.032000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,33,146,1619330013.146000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,33,263,1619330013.263000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,33,377,1619330013.377000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,33,497,1619330013.497000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,33,612,1619330013.612000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,33,729,1619330013.729000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,33,846,1619330013.846000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,33,968,1619330013.968000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,34,86,1619330014.086000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,34,201,1619330014.201000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,34,317,1619330014.317000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,34,437,1619330014.437000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,34,551,1619330014.551000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,34,667,1619330014.667000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,34,784,1619330014.784000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,34,897,1619330014.897000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,35,14,1619330015.014000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,35,135,1619330015.135000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,35,251,1619330015.251000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,35,370,1619330015.370000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,35,495,1619330015.495000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,35,617,1619330015.617000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,35,734,1619330015.734000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,35,859,1619330015.859000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,35,973,1619330015.973000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,36,88,1619330016.088000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,36,204,1619330016.204000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,36,324,1619330016.324000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,36,444,1619330016.444000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,36,566,1619330016.566000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,36,679,1619330016.679000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,36,800,1619330016.800000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,36,916,1619330016.916000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,37,33,1619330017.033000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,37,150,1619330017.150000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,37,266,1619330017.266000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,37,389,1619330017.389000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,53,37,511,1619330017.511000,0,0,0,0,0,0,0,26,26,26,26,
