pkt arrive time in UTC,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR2,I_FDR3,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1619331468.58738,1.00058,23,255,1,147,1111,2000,PIOC,111,1619331439,0,1,1,28,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331468.60006,1.00044,11,255,3,152,1131,2000,PIOC,131,1619331441,0,1,1,26,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331468.81620,1.00077,99,255,4,142,1231,2000,BFP,231,1619331439,0,1,1,28,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331469.53840,1.00009,32,255,2,147,1121,2000,PIOC,121,1619331440,0,1,1,28,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331469.58789,1.00051,23,255,1,147,1111,2000,PIOC,111,1619331439,0,1,1,29,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331469.60121,1.00115,11,255,3,152,1131,2000,PIOC,131,1619331441,0,1,1,27,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331469.81657,1.00037,99,255,4,142,1231,2000,BFP,231,1619331439,0,1,1,29,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331470.53828,0.99988,32,255,2,147,1121,2000,PIOC,121,1619331440,0,1,1,29,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331470.58944,1.00155,23,255,1,147,1111,2000,PIOC,111,1619331439,0,1,1,30,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331470.60137,1.00016,11,255,3,152,1131,2000,PIOC,131,1619331441,0,1,1,28,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331470.81693,1.00036,99,255,4,142,1231,2000,BFP,231,1619331439,0,1,1,30,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331471.53850,1.00022,32,255,2,147,1121,2000,PIOC,121,1619331440,0,1,1,30,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331471.58989,1.00045,23,255,1,147,1111,2000,PIOC,111,1619331439,0,1,1,31,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331471.60176,1.00039,11,255,3,152,1131,2000,PIOC,131,1619331441,0,1,1,29,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
