pkt arrive time in UTC,Label,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1606271412.02002,0,1.00000,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,0,0,4,5,101,17,0,17,17,30,52,17,30,52,0,0,0,1,1,1,1
1606271413.02053,0,1.00051,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,1,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271414.02147,0,1.00094,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,2,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271415.02192,0,1.00045,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,3,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271415.91627,0,1.00000,32,255,2,147,1121,2000,PIOC,121,1606271416,0,1,1,0,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271416.02224,0,1.00032,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,4,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271416.28487,0,1.00000,99,255,4,142,1231,2000,BFP,231,1606271416,0,1,1,0,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271416.91665,0,1.00038,32,255,2,147,1121,2000,PIOC,121,1606271416,0,1,1,1,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271417.02288,0,1.00064,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,5,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271417.28519,0,1.00032,99,255,4,142,1231,2000,BFP,231,1606271416,0,1,1,1,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271417.48711,0,1.00000,11,255,3,152,1131,2000,PIOC,131,1606271417,0,1,1,0,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271417.91738,0,1.00073,32,255,2,147,1121,2000,PIOC,121,1606271416,0,1,1,2,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271418.02332,0,1.00044,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,6,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271418.28553,0,1.00034,99,255,4,142,1231,2000,BFP,231,1606271416,0,1,1,2,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271418.48756,0,1.00045,11,255,3,152,1131,2000,PIOC,131,1606271417,0,1,1,1,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271418.91788,0,1.00050,32,255,2,147,1121,2000,PIOC,121,1606271416,0,1,1,3,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271419.02405,0,1.00073,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,7,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271419.28614,0,1.00061,99,255,4,142,1231,2000,BFP,231,1606271416,0,1,1,3,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271419.48851,0,1.00095,11,255,3,152,1131,2000,PIOC,131,1606271417,0,1,1,2,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271419.91856,0,1.00068,32,255,2,147,1121,2000,PIOC,121,1606271416,0,1,1,4,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271420.02503,0,1.00098,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,8,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271420.28688,0,1.00074,99,255,4,142,1231,2000,BFP,231,1606271416,0,1,1,4,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271420.48911,0,1.00060,11,255,3,152,1131,2000,PIOC,131,1606271417,0,1,1,3,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271420.91901,0,1.00045,32,255,2,147,1121,2000,PIOC,121,1606271416,0,1,1,5,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271421.02598,0,1.00095,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,9,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271421.28738,0,1.00050,99,255,4,142,1231,2000,BFP,231,1606271416,0,1,1,5,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271421.49115,0,1.00204,11,255,3,152,1131,2000,PIOC,131,1606271417,0,1,1,4,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271421.91983,0,1.00082,32,255,2,147,1121,2000,PIOC,121,1606271416,0,1,1,6,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271422.02655,0,1.00057,23,255,1,147,1111,2000,PIOC,111,1606271412,0,1,1,10,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606271422.28836,0,1.00098,99,255,4,142,1231,2000,BFP,231,1606271416,0,1,1,6,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
