year,month,day,hour,minute,second,millisecond,UTC,open_CB1-22KV,open_CB2-22KV,open_CB3-22KV,open_CB1-FDR1,open_CB2-FDR2,open_CB-FDR3,open_CB-FDR4,I_FDR1,I_FDR2,I_FDR3,I_FDR4
2021,4,25,16,17,16,244,1619331436.244000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,16,371,1619331436.371000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,16,487,1619331436.487000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,16,604,1619331436.604000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,16,720,1619331436.720000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,16,834,1619331436.834000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,16,948,1619331436.948000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,17,65,1619331437.065000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,17,180,1619331437.180000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,17,299,1619331437.299000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,17,423,1619331437.423000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,17,537,1619331437.537000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,17,656,1619331437.656000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,17,769,1619331437.769000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,17,889,1619331437.889000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,18,14,1619331438.014000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,18,130,1619331438.130000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,18,246,1619331438.246000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,18,362,1619331438.362000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,18,477,1619331438.477000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,18,593,1619331438.593000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,18,717,1619331438.717000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,18,837,1619331438.837000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,18,950,1619331438.950000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,19,69,1619331439.069000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,19,186,1619331439.186000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,19,309,1619331439.309000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,19,430,1619331439.430000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,19,544,1619331439.544000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,19,658,1619331439.658000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,19,771,1619331439.771000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,19,889,1619331439.889000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,20,19,1619331440.019000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,20,132,1619331440.132000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,20,247,1619331440.247000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,20,365,1619331440.365000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,20,481,1619331440.481000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,20,598,1619331440.598000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,20,721,1619331440.721000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,20,836,1619331440.836000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,20,953,1619331440.953000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,21,73,1619331441.073000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,21,190,1619331441.190000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,21,307,1619331441.307000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,21,429,1619331441.429000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,21,546,1619331441.546000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,21,665,1619331441.665000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,21,793,1619331441.793000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,21,916,1619331441.916000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,22,34,1619331442.034000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,22,147,1619331442.147000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,22,265,1619331442.265000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,22,388,1619331442.388000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,22,510,1619331442.510000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,22,629,1619331442.629000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,22,758,1619331442.758000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,22,876,1619331442.876000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,23,3,1619331443.003000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,23,128,1619331443.128000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,23,251,1619331443.251000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,23,372,1619331443.372000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,23,491,1619331443.491000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,23,615,1619331443.615000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,23,742,1619331443.742000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,23,858,1619331443.858000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,23,978,1619331443.978000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,24,94,1619331444.094000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,24,220,1619331444.220000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,24,337,1619331444.337000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,24,456,1619331444.456000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,24,573,1619331444.573000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,24,689,1619331444.689000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,24,819,1619331444.819000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,24,946,1619331444.946000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,25,68,1619331445.068000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,25,186,1619331445.186000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,25,303,1619331445.303000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,25,437,1619331445.437000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,25,560,1619331445.560000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,25,677,1619331445.677000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,25,806,1619331445.806000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,25,932,1619331445.932000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,26,58,1619331446.058000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,26,176,1619331446.176000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,26,295,1619331446.295000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,26,422,1619331446.422000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,26,547,1619331446.547000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,26,672,1619331446.672000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,26,798,1619331446.798000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,26,925,1619331446.925000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,27,50,1619331447.050000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,27,182,1619331447.182000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,27,305,1619331447.305000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,27,433,1619331447.433000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,27,569,1619331447.569000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,27,690,1619331447.690000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,27,816,1619331447.816000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,27,942,1619331447.942000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,28,65,1619331448.065000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,28,192,1619331448.192000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,28,313,1619331448.313000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,17,28,440,1619331448.440000,0,0,0,0,0,0,0,26,26,26,26,
