year,month,day,hour,minute,second,millisecond,UTC,open_CB1-22KV,open_CB2-22KV,open_CB3-22KV,open_CB1-FDR1,open_CB2-FDR2,open_CB-FDR3,open_CB-FDR4,I_FDR1,I_FDR2,I_FDR3,I_FDR4
2021,4,25,15,14,49,602,1619327689.602000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,49,729,1619327689.729000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,49,845,1619327689.845000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,49,964,1619327689.964000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,50,85,1619327690.085000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,50,206,1619327690.206000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,50,328,1619327690.328000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,50,446,1619327690.446000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,50,564,1619327690.564000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,50,677,1619327690.677000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,50,800,1619327690.800000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,50,918,1619327690.918000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,51,34,1619327691.034000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,51,148,1619327691.148000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,51,264,1619327691.264000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,51,382,1619327691.382000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,51,495,1619327691.495000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,51,609,1619327691.609000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,51,727,1619327691.727000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,51,849,1619327691.849000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,51,964,1619327691.964000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,52,78,1619327692.078000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,52,198,1619327692.198000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,52,313,1619327692.313000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,52,432,1619327692.432000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,52,549,1619327692.549000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,52,667,1619327692.667000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,52,780,1619327692.780000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,52,895,1619327692.895000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,53,8,1619327693.008000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,53,129,1619327693.129000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,53,251,1619327693.251000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,53,366,1619327693.366000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,53,480,1619327693.480000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,53,593,1619327693.593000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,53,707,1619327693.707000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,53,827,1619327693.827000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,53,942,1619327693.942000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,54,57,1619327694.057000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,54,169,1619327694.169000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,54,289,1619327694.289000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,54,404,1619327694.404000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,54,520,1619327694.520000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,54,644,1619327694.644000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,54,763,1619327694.763000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,54,885,1619327694.885000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,55,1,1619327695.001000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,55,125,1619327695.125000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,55,244,1619327695.244000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,55,359,1619327695.359000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,55,475,1619327695.475000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,55,596,1619327695.596000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,55,714,1619327695.714000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,55,832,1619327695.832000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,14,55,957,1619327695.957000,0,0,0,0,0,0,0,26,26,26,26,
