pkt arrive time in UTC,Label,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1609740299.17817,0,1.00000,32,255,2,147,1121,2000,PIOC,121,1609740299,0,1,1,0,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740300.17934,0,1.00117,32,255,2,147,1121,2000,PIOC,121,1609740299,0,1,1,1,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740300.22357,0,1.00000,99,255,4,142,1231,2000,BFP,231,1609740299,0,1,1,0,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740300.72791,0,1.00000,11,255,3,152,1131,2000,PIOC,131,1609740300,0,1,1,0,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740300.82434,0,1.00000,23,255,1,147,1111,2000,PIOC,111,1609740300,0,1,1,0,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740301.17971,0,1.00037,32,255,2,147,1121,2000,PIOC,121,1609740299,0,1,1,2,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740301.22408,0,1.00051,99,255,4,142,1231,2000,BFP,231,1609740299,0,1,1,1,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740301.72822,0,1.00031,11,255,3,152,1131,2000,PIOC,131,1609740300,0,1,1,1,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740301.82502,0,1.00068,23,255,1,147,1111,2000,PIOC,111,1609740300,0,1,1,1,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740302.18013,0,1.00042,32,255,2,147,1121,2000,PIOC,121,1609740299,0,1,1,3,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740302.22452,0,1.00044,99,255,4,142,1231,2000,BFP,231,1609740299,0,1,1,2,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740302.72860,0,1.00038,11,255,3,152,1131,2000,PIOC,131,1609740300,0,1,1,2,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740302.82523,0,1.00021,23,255,1,147,1111,2000,PIOC,111,1609740300,0,1,1,2,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740303.18074,0,1.00061,32,255,2,147,1121,2000,PIOC,121,1609740299,0,1,1,4,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740303.22478,0,1.00026,99,255,4,142,1231,2000,BFP,231,1609740299,0,1,1,3,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740303.72979,0,1.00119,11,255,3,152,1131,2000,PIOC,131,1609740300,0,1,1,3,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609740303.82627,0,1.00104,23,255,1,147,1111,2000,PIOC,111,1609740300,0,1,1,3,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
