pkt arrive time in UTC,Lable,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1605056872.43639,0,1.00031,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,35,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056872.81419,0,1.00054,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,33,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056873.17821,0,1.00087,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,32,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056873.40364,0,0.99993,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,35,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056873.43687,0,1.00048,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,36,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056873.81503,0,1.00084,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,34,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056874.17868,0,1.00047,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,33,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056874.40410,0,1.00046,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,36,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056874.43778,0,1.00091,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,37,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056874.81547,0,1.00044,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,35,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056875.17922,0,1.00054,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,34,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056875.40494,0,1.00084,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,37,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056875.43908,0,1.00130,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,38,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056875.81637,0,1.00090,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,36,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056876.18010,0,1.00088,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,35,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056876.40813,0,1.00319,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,38,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056876.44013,0,1.00105,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,39,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056876.81645,0,1.00008,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,37,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056877.18068,0,1.00058,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,36,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056877.40827,0,1.00014,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,39,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056877.44049,0,1.00036,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,40,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056877.81738,0,1.00093,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,38,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056878.18133,0,1.00065,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,37,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056878.40846,0,1.00019,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,40,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056878.44083,0,1.00034,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,41,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056878.81765,0,1.00027,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,39,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056879.18146,0,1.00013,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,38,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056879.40874,0,1.00028,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,41,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056879.44126,0,1.00043,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,42,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056879.81798,0,1.00033,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,40,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056880.18209,0,1.00063,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,39,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056880.40948,0,1.00074,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,42,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056880.44155,0,1.00029,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,43,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056880.81840,0,1.00042,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,41,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056881.18222,0,1.00013,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,40,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056881.40987,0,1.00039,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,43,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056881.44202,0,1.00047,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,44,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056881.81878,0,1.00038,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,42,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056882.18280,0,1.00058,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,41,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056882.41021,0,1.00034,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,44,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056882.44243,0,1.00041,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,45,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056882.81918,0,1.00040,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,43,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056883.18306,0,1.00026,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,42,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056883.41088,0,1.00067,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,45,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056883.44283,0,1.00040,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,46,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056883.81949,0,1.00031,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,44,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056884.18351,0,1.00045,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,43,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056884.41151,0,1.00063,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,46,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056884.44323,0,1.00040,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,47,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056884.81994,0,1.00045,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,45,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056885.18403,0,1.00052,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,44,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056885.41247,0,1.00096,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,47,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056885.44369,0,1.00046,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,48,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056885.82058,0,1.00064,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,46,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056886.18454,0,1.00051,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,45,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056886.41293,0,1.00046,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,48,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056886.44418,0,1.00049,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,49,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056886.82092,0,1.00034,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,47,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605056887.18490,0,1.00036,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,46,0,5,0,0,19,0,17,19,32,56,17,30,52,0,0,26,1,1,1,1
1605056887.41332,111,1.00039,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,49,0,4,9,1001,671,0,17,671,1162,2013,17,30,52,0,0,26,1,1,1,1
1605056887.44456,111,1.00038,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,50,0,4,5,101,671,0,17,671,1162,2013,17,30,52,0,0,26,1,1,1,1
1605056887.82128,111,1.00036,11,255,3,152,1131,2000,PIOC,131,1605056839,0,1,1,48,0,7,0,0,1517,0,17,1517,2628,4551,17,30,52,0,0,26,1,1,1,1
1605056887.82574,111,0.00446,11,255,3,152,1131,2000,PIOC,131,1605056888,1,-48,2,0,0,7,64,1000000,1517,0,17,1517,2628,4551,17,30,52,0,0,26,1,1,1,1
1605056887.83398,111,0.00824,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,1,0,7,64,1000000,1872,0,17,1872,3243,5617,17,30,52,0,0,26,1,1,1,1
1605056887.85062,111,0.01664,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,2,0,7,64,1000000,1872,0,17,1872,3243,5617,17,30,52,0,0,26,1,1,1,1
1605056887.88392,111,0.03330,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,3,0,7,64,1000000,1872,0,17,1872,3243,5617,17,30,52,0,0,26,1,1,1,1
1605056887.94824,111,0.06432,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,4,0,7,64,1000000,1907,0,17,1907,3302,5720,17,30,52,0,0,26,1,1,1,1
1605056888.07698,111,0.12874,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,5,0,7,64,1000000,2059,0,17,2059,3566,6178,17,30,52,0,0,26,1,1,1,1
1605056888.18534,111,1.00044,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,47,0,5,0,0,2262,0,17,2262,3917,6786,17,30,52,0,0,26,1,1,1,1
1605056888.33421,111,0.25723,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,6,0,7,64,1000000,2262,0,17,2262,3917,6786,17,30,52,0,0,26,1,1,1,1
1605056888.41375,111,1.00043,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,50,0,4,9,1001,2262,0,17,2262,3917,6786,17,30,52,0,0,26,1,1,1,1
1605056888.44589,111,1.00133,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,51,0,4,5,101,2262,0,17,2262,3918,6786,17,30,52,0,0,26,1,1,1,1
1605056888.84756,111,0.51335,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,7,0,7,64,1000000,2547,0,17,2547,4412,7642,17,30,52,0,0,26,1,1,1,1
1605056889.18574,111,1.00040,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,48,0,5,0,0,2628,0,17,2628,4552,7885,17,30,52,0,0,26,1,1,1,1
1605056889.41410,111,1.00035,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,51,0,4,9,1001,2576,0,17,2576,4463,7730,17,30,52,0,0,26,1,1,1,1
1605056889.44631,111,1.00042,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,52,0,4,5,101,2576,0,17,2576,4463,7730,17,30,52,0,0,26,1,1,1,1
1605056889.84842,111,1.00086,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,8,0,7,64,1000000,2341,0,17,2341,4056,7025,17,30,52,0,0,26,1,1,1,1
1605056890.18605,111,1.00031,99,255,4,142,1231,2000,BFP,231,1605056840,0,1,1,49,0,5,0,0,1819,0,17,1819,3151,5459,17,30,52,0,0,26,1,1,1,1
1605056890.19060,111,0.00455,99,255,4,142,1231,2000,BFP,231,1605056890,1,-49,2,0,0,5,16,10000,1819,0,17,1819,3151,5459,17,30,52,0,0,26,1,1,1,1
1605056890.19897,111,0.00837,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,1,0,5,16,10000,1819,0,17,1819,3151,5459,17,30,52,0,0,26,1,1,1,1
1605056890.21518,111,0.01621,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,2,0,5,16,10000,1819,0,17,1819,3151,5459,17,30,52,0,0,26,1,1,1,1
1605056890.24748,111,0.03230,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,3,0,5,16,10000,1819,0,17,1819,3151,5459,17,30,52,0,0,26,1,1,1,1
1605056890.31212,111,0.06464,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,4,0,5,16,10000,1808,0,17,1808,3132,5426,17,30,52,0,0,26,1,1,1,1
1605056890.41456,111,1.00046,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,52,0,4,9,1001,1808,0,17,1808,3132,5426,17,30,52,0,0,26,1,1,1,1
1605056890.44044,111,0.12832,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,5,0,5,16,10000,1302,0,17,1302,2255,3907,17,30,52,0,0,26,1,1,1,1
1605056890.44584,111,0.99953,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,53,0,4,5,101,1302,0,17,1302,2255,3907,17,30,52,0,0,26,1,1,1,1
1605056890.69669,111,0.25625,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,6,0,5,16,10000,742,0,17,742,1285,2226,17,30,52,0,0,26,1,1,1,1
1605056890.84885,111,1.00043,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,9,0,7,64,1000000,742,0,17,742,1285,2226,17,30,52,0,0,26,1,1,1,1
1605056891.20902,111,0.51233,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,7,0,5,16,10000,529,0,17,529,918,1590,17,30,52,0,0,26,1,1,1,1
1605056891.41501,111,1.00045,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,53,0,4,9,1001,19,0,17,19,33,58,17,30,52,0,0,26,1,1,1,1
1605056891.44617,111,1.00033,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,54,0,4,5,101,19,0,17,19,33,58,17,30,52,0,0,26,1,1,1,1
1605056891.84935,111,1.00050,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,10,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056892.20939,111,1.00037,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,8,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056892.41573,111,1.00072,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,54,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056892.44709,111,1.00092,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,55,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056892.84976,111,1.00041,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,11,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056893.20982,111,1.00043,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,9,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056893.41634,111,1.00061,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,55,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056893.44801,111,1.00092,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,56,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056893.85010,111,1.00034,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,12,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056894.20998,111,1.00016,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,10,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056894.41697,111,1.00063,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,56,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056894.44845,111,1.00044,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,57,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056894.85067,111,1.00057,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,13,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056895.21040,111,1.00042,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,11,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056895.41763,111,1.00066,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,57,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056895.44971,111,1.00126,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,58,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056895.85149,111,1.00082,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,14,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056896.21062,111,1.00022,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,12,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056896.41800,111,1.00037,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,58,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056896.45033,111,1.00062,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,59,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056896.85206,111,1.00057,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,15,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056897.21164,111,1.00102,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,13,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056897.41840,111,1.00040,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,59,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056897.45167,111,1.00134,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,60,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056897.85224,111,1.00018,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,16,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056898.21239,111,1.00075,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,14,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056898.41902,111,1.00062,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,60,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056898.45254,111,1.00087,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,61,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056898.85238,111,1.00014,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,17,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056899.21390,111,1.00151,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,15,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056899.41991,111,1.00089,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,61,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056899.45294,111,1.00040,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,62,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056899.85308,111,1.00070,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,18,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056900.21320,111,0.99930,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,16,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056900.42015,111,1.00024,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,62,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056900.45312,111,1.00018,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,63,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056900.85322,111,1.00014,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,19,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056901.21378,111,1.00058,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,17,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056901.42052,111,1.00037,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,63,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056901.45372,111,1.00060,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,64,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056901.85379,111,1.00057,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,20,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056902.21409,111,1.00031,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,18,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056902.42094,111,1.00042,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,64,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056902.45412,111,1.00040,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,65,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056902.85432,111,1.00053,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,21,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056903.21446,111,1.00037,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,19,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056903.42137,111,1.00043,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,65,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056903.45453,111,1.00041,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,66,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056903.85525,111,1.00093,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,22,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056904.21536,111,1.00090,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,20,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056904.42174,111,1.00037,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,66,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056904.45622,111,1.00169,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,67,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056904.85571,111,1.00046,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,23,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056905.21587,111,1.00051,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,21,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056905.42240,111,1.00066,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,67,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056905.45640,111,1.00018,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,68,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056905.85653,111,1.00082,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,24,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056906.21624,111,1.00037,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,22,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056906.42276,111,1.00036,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,68,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056906.45683,111,1.00043,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,69,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056906.85768,111,1.00115,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,25,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
