pkt arrive time in UTC,Lable,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1605056907.21665,111,1.00041,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,23,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056907.42533,111,1.00257,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,69,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056907.45739,111,1.00056,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,70,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056907.85834,111,1.00066,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,26,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056908.21710,111,1.00045,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,24,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056908.42347,111,0.99814,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,70,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056908.45861,111,1.00122,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,71,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056908.85878,111,1.00044,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,27,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056909.21755,111,1.00045,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,25,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056909.42388,111,1.00041,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,71,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056909.45903,111,1.00042,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,72,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056909.85927,111,1.00049,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,28,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056910.21792,111,1.00037,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,26,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056910.42432,111,1.00044,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,72,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056910.45969,111,1.00066,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,73,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056910.85962,111,1.00035,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,29,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056911.21830,111,1.00038,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,27,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056911.42452,111,1.00020,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,73,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056911.45986,111,1.00017,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,74,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056911.85996,111,1.00034,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,30,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056912.21903,111,1.00073,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,28,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056912.42530,111,1.00078,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,74,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056912.46028,111,1.00042,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,75,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056912.86074,111,1.00078,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,31,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056913.21922,111,1.00019,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,29,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056913.42548,111,1.00018,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,75,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056913.46075,111,1.00047,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,76,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056913.86202,111,1.00128,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,32,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056914.21968,111,1.00046,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,30,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056914.42593,111,1.00045,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,76,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056914.46155,111,1.00080,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,77,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056914.86318,111,1.00116,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,33,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056915.21989,111,1.00021,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,31,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056915.42632,111,1.00039,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,77,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056915.46260,111,1.00105,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,78,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056915.86354,111,1.00036,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,34,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056916.22026,111,1.00037,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,32,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056916.42698,111,1.00066,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,78,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056916.46388,111,1.00128,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,79,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056916.86461,111,1.00107,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,35,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056917.22065,111,1.00039,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,33,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056917.42767,111,1.00069,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,79,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056917.46488,111,1.00100,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,80,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056917.86491,111,1.00030,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,36,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056918.22102,111,1.00037,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,34,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056918.42916,111,1.00149,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,80,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056918.46511,111,1.00023,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,81,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056918.86541,111,1.00050,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,37,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056919.22156,111,1.00054,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,35,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056919.42949,111,1.00033,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,81,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056919.46555,111,1.00044,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,82,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056919.86567,111,1.00026,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,38,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056920.22198,111,1.00042,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,36,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056920.42985,111,1.00036,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,82,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056920.46596,111,1.00041,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,83,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056920.86615,111,1.00048,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,39,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056921.22240,111,1.00042,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,37,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056921.43019,111,1.00034,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,83,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056921.46657,111,1.00061,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,84,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056921.86664,111,1.00049,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,40,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056922.22280,111,1.00040,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,38,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056922.43070,111,1.00051,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,84,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056922.46687,111,1.00030,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,85,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056922.86797,111,1.00133,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,41,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056923.22307,111,1.00027,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,39,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056923.43100,111,1.00030,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,85,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056923.46880,111,1.00193,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,86,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056923.86834,111,1.00037,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,42,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056924.22354,111,1.00047,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,40,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056924.43142,111,1.00042,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,86,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056924.46911,111,1.00031,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,87,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056924.86875,111,1.00041,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,43,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056925.22371,111,1.00017,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,41,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056925.43182,111,1.00040,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,87,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056925.46951,111,1.00040,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,88,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056925.86909,111,1.00034,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,44,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056926.22396,111,1.00025,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,42,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056926.43226,111,1.00044,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,88,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056926.47038,111,1.00087,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,89,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056926.86948,111,1.00039,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,45,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056927.22427,111,1.00031,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,43,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056927.43265,111,1.00039,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,89,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056927.47080,111,1.00042,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,90,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056927.86989,111,1.00041,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,46,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056928.22483,111,1.00056,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,44,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056928.43303,111,1.00038,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,90,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056928.47116,111,1.00036,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,91,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056928.87037,111,1.00048,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,47,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056929.22519,111,1.00036,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,45,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056929.43339,111,1.00036,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,91,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056929.47140,111,1.00024,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,92,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056929.87095,111,1.00058,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,48,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056930.22622,111,1.00103,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,46,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056930.43402,111,1.00063,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,92,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056930.47205,111,1.00065,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,93,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056930.87123,111,1.00028,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,49,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056931.22649,111,1.00027,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,47,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056931.43433,111,1.00031,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,93,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056931.47241,111,1.00036,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,94,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056931.87173,111,1.00050,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,50,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056932.22687,111,1.00038,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,48,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056932.43516,111,1.00083,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,94,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056932.47281,111,1.00040,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,95,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056932.87199,111,1.00026,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,51,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056933.22704,111,1.00017,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,49,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056933.43618,111,1.00102,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,95,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056933.47321,111,1.00040,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,96,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056933.87248,111,1.00049,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,52,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056934.22763,111,1.00059,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,50,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056934.43640,111,1.00022,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,96,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056934.47349,111,1.00028,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,97,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056934.87275,111,1.00027,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,53,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056935.22861,111,1.00098,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,51,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056935.43754,111,1.00114,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,97,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056935.47457,111,1.00108,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,98,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056935.87320,111,1.00045,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,54,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056936.22894,111,1.00033,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,52,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056936.43798,111,1.00044,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,98,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056936.47589,111,1.00132,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,99,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056936.87365,111,1.00045,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,55,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056937.22960,111,1.00066,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,53,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056937.43826,111,1.00028,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,99,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056937.47618,111,1.00029,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,100,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056937.87407,111,1.00042,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,56,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056938.23030,111,1.00070,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,54,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056938.43921,111,1.00095,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,100,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056938.47775,111,1.00157,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,101,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056938.87463,111,1.00056,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,57,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056939.23066,111,1.00036,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,55,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056939.43952,111,1.00031,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,101,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056939.47795,111,1.00020,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,102,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056939.87492,111,1.00029,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,58,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056940.23152,111,1.00086,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,56,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056940.43968,111,1.00016,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,102,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056940.47995,111,1.00200,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,103,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056940.87585,111,1.00093,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,59,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056941.23249,111,1.00097,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,57,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056941.44008,111,1.00040,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,103,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056941.47957,111,0.99962,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,104,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056941.87658,111,1.00073,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,60,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056942.23287,111,1.00038,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,58,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056942.44072,111,1.00064,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,104,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056942.48074,111,1.00117,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,105,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056942.87695,111,1.00037,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,61,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056943.23328,111,1.00041,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,59,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056943.44114,111,1.00042,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,105,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056943.48113,111,1.00039,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,106,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056943.87715,111,1.00020,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,62,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056944.23374,111,1.00046,99,255,4,142,1231,2000,BFP,231,1605056890,0,1,2,60,0,5,16,10000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056944.44151,111,1.00037,32,255,2,147,1121,2000,PIOC,121,1605056837,0,1,1,106,0,4,9,1001,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056944.48156,111,1.00043,23,255,1,147,1111,2000,PIOC,111,1605056836,0,1,1,107,0,4,5,101,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
1605056944.87746,111,1.00031,11,255,3,152,1131,2000,PIOC,131,1605056888,0,1,2,63,0,7,64,1000000,0,0,17,0,0,0,17,30,52,0,0,26,1,1,1,1
