pkt arrive time in UTC,,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1609744813.45737,0,1.00027,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,35,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744813.53535,0,1.00159,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,35,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744813.56786,0,1.00101,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,34,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744813.82850,0,1.00056,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,34,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744814.45851,0,1.00114,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,36,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744814.53563,0,1.00028,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,36,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744814.56781,0,0.99995,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,35,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744814.82962,0,1.00112,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,35,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744815.45904,0,1.00053,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,37,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744815.53595,0,1.00032,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,37,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744815.56820,0,1.00039,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,36,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744815.83030,0,1.00068,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,36,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744816.45934,0,1.00030,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,38,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744816.53640,0,1.00045,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,38,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744816.56863,0,1.00043,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,37,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744816.83111,0,1.00081,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,37,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744817.45961,0,1.00027,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,39,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744817.53687,0,1.00047,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,39,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744817.56904,0,1.00041,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,38,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744817.83154,0,1.00043,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,38,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744818.46010,0,1.00049,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,40,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744818.53718,0,1.00031,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,40,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744818.56944,0,1.00040,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,39,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744818.83191,0,1.00037,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,39,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744819.46047,0,1.00037,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,41,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744819.53766,0,1.00048,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,41,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744819.57021,0,1.00077,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,40,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744819.83285,0,1.00094,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,40,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744820.46088,0,1.00041,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,42,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744820.53814,0,1.00048,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,42,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744820.57068,0,1.00047,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,41,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744820.83279,0,0.99994,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,41,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744821.46135,0,1.00047,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,43,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744821.53842,0,1.00028,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,43,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744821.57121,0,1.00053,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,42,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744821.83315,0,1.00036,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,42,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744822.46157,0,1.00022,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,44,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744822.53894,0,1.00052,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,44,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744822.57170,0,1.00049,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,43,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744822.83557,0,1.00242,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,43,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744823.46249,0,1.00092,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,45,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744823.54086,0,1.00192,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,45,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744823.57270,0,1.00100,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,44,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744823.83562,0,1.00005,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,44,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744824.46313,0,1.00064,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,46,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744824.54119,0,1.00033,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,46,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744824.57293,0,1.00023,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,45,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744824.83893,0,1.00331,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,45,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744825.46352,0,1.00039,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,47,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744825.54153,0,1.00034,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,47,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744825.57339,0,1.00046,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,46,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744825.84103,0,1.00210,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,46,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744826.46452,0,1.00100,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,48,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744826.54254,0,1.00101,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,48,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744826.57378,0,1.00039,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,47,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744826.84124,0,1.00021,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,47,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744827.46489,0,1.00037,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,49,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744827.54298,0,1.00044,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,49,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744827.57414,0,1.00036,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,48,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744827.84162,0,1.00038,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,48,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744828.46523,0,1.00034,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,50,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744828.54335,0,1.00037,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,50,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744828.57457,0,1.00043,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,49,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744828.84303,0,1.00141,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,49,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744829.46565,0,1.00042,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,51,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744829.54376,0,1.00041,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,51,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744829.57488,0,1.00031,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,50,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744829.84339,0,1.00036,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,50,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744830.46584,0,1.00019,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,52,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744830.54415,0,1.00039,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,52,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744830.57540,0,1.00052,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,51,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744830.84574,0,1.00235,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,51,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744831.46609,0,1.00025,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,53,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744831.54459,0,1.00044,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,53,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744831.57582,0,1.00042,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,52,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744831.84638,0,1.00064,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,52,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744832.46643,0,1.00034,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,54,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744832.54512,0,1.00053,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,54,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1609744832.57621,0,1.00039,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,53,0,5,0,0,17,0,17,17,30,21,17,30,52,0,26,26,1,1,1,1
1609744832.84658,0,1.00020,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,53,0,7,0,0,18,0,17,18,31,5,17,30,52,0,3,26,1,1,1,1
1609744833.46686,0,1.00043,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,55,0,4,9,1001,215,0,17,215,372,0,17,30,52,0,0,26,1,1,1,1
1609744833.54585,0,1.00073,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,55,0,4,5,101,610,0,17,610,1057,0,17,30,52,0,0,26,1,1,1,1
1609744833.57640,0,1.00019,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,54,0,5,0,0,610,0,17,610,1057,0,17,30,52,0,0,26,1,1,1,1
1609744833.84781,0,1.00123,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,54,0,7,0,0,1225,0,17,1225,2123,0,17,30,52,0,0,26,1,1,1,1
1609744834.46769,0,1.00083,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,56,0,4,9,1001,1918,0,17,1918,3323,0,17,30,52,0,0,26,1,1,1,1
1609744834.54596,0,1.00011,23,255,1,147,1111,2000,PIOC,111,1609744777,0,1,1,56,0,4,5,101,1918,0,17,1918,3323,0,17,30,52,0,0,26,1,1,1,1
1609744834.55075,908,0.00479,23,255,1,147,1111,2000,PIOC,111,1609744834,1,-56,2,0,0,4,5,101,1918,0,17,1918,3323,0,17,30,52,0,0,26,1,1,1,1
1609744834.55944,908,0.00869,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,1,0,4,5,101,1918,0,17,1918,3323,0,17,30,52,0,0,26,1,1,1,1
1609744834.57616,908,0.01672,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,2,0,4,5,101,1918,0,17,1918,3323,0,17,30,52,0,0,26,1,1,1,1
1609744834.57709,0,1.00069,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,55,0,5,0,0,1918,0,17,1918,3323,0,17,30,52,0,0,26,1,1,1,1
1609744834.60925,908,0.03309,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,3,0,4,5,101,1918,0,17,1918,3323,0,17,30,52,0,0,26,1,1,1,1
1609744834.67363,908,0.06438,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,4,0,4,5,101,2309,0,17,2254,3903,0,17,30,52,0,0,26,1,1,1,1
1609744834.80200,908,0.12837,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,5,0,4,5,101,2314,0,17,2314,4007,0,17,30,52,0,0,26,1,1,1,1
1609744834.84890,0,1.00109,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,55,0,7,0,0,2314,0,17,2314,4007,0,17,30,52,0,0,26,1,1,1,1
1609744835.05860,908,0.25660,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,6,0,4,5,101,2375,0,17,2375,4114,0,17,30,52,0,0,26,1,1,1,1
1609744835.46813,0,1.00044,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,57,0,4,9,1001,2600,0,17,2600,4503,0,17,30,52,0,0,26,1,1,1,1
1609744835.57244,908,0.51384,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,7,0,4,5,101,2629,0,17,2629,4553,0,17,30,52,0,0,26,1,1,1,1
1609744835.57759,0,1.00050,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,56,0,5,0,0,2629,0,17,2629,4553,0,17,30,52,0,0,26,1,1,1,1
1609744835.84969,0,1.00079,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,56,0,7,0,0,2629,0,17,2629,4553,0,17,30,52,0,0,26,1,1,1,1
1609744836.46860,0,1.00047,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,58,0,4,9,1001,2226,0,17,2226,3856,0,17,30,52,0,0,26,1,1,1,1
1609744836.57197,908,0.99953,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,8,0,4,5,101,2214,0,17,2214,3836,0,17,30,52,0,0,26,1,1,1,1
1609744836.57790,0,1.00031,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,57,0,5,0,0,2214,0,17,2214,3836,0,17,30,52,0,0,26,1,1,1,1
1609744836.85015,0,1.00046,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,57,0,7,0,0,1803,0,17,1803,3123,0,17,30,52,0,0,26,1,1,1,1
1609744837.46894,0,1.00034,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,59,0,4,9,1001,1275,0,17,1275,2209,0,17,30,52,0,0,26,1,1,1,1
1609744837.57286,908,1.00089,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,9,0,4,5,101,1275,0,17,1275,2209,0,17,30,52,0,0,26,1,1,1,1
1609744837.57840,0,1.00050,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,58,0,5,0,0,1275,0,17,1275,2209,0,17,30,52,0,0,26,1,1,1,1
1609744837.85055,0,1.00040,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,58,0,7,0,0,652,0,17,652,1129,0,17,30,52,0,0,26,1,1,1,1
1609744838.46931,0,1.00037,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,60,0,4,9,1001,226,0,17,226,390,0,17,30,52,0,0,26,1,1,1,1
1609744838.57285,908,0.99999,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,10,0,4,5,101,243,0,17,243,420,0,17,30,52,0,0,26,1,1,1,1
1609744838.57860,0,1.00020,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,59,0,5,0,0,243,0,17,243,420,0,17,30,52,0,0,26,1,1,1,1
1609744838.85108,0,1.00053,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,59,0,7,0,0,722,0,17,722,1251,0,17,30,52,0,0,26,1,1,1,1
1609744839.46980,0,1.00049,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,61,0,4,9,1001,1914,0,17,1914,3315,0,17,30,52,0,0,26,1,1,1,1
1609744839.57325,908,1.00040,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,11,0,4,5,101,2153,0,17,2153,3730,0,17,30,52,0,0,26,1,1,1,1
1609744839.57922,0,1.00062,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,60,0,5,0,0,2153,0,17,2153,3730,0,17,30,52,0,0,26,1,1,1,1
1609744839.85146,0,1.00038,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,60,0,7,0,0,2187,0,17,2187,3789,0,17,30,52,0,0,26,1,1,1,1
1609744840.47091,0,1.00111,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,62,0,4,9,1001,2340,0,17,2340,4053,0,17,30,52,0,0,26,1,1,1,1
1609744840.57365,908,1.00040,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,12,0,4,5,101,2177,0,17,2177,3770,0,17,30,52,0,0,26,1,1,1,1
1609744840.57952,0,1.00030,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,61,0,5,0,0,2177,0,17,2177,3770,0,17,30,52,0,0,26,1,1,1,1
1609744840.85211,0,1.00065,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,61,0,7,0,0,2052,0,17,2052,3554,0,17,30,52,0,0,26,1,1,1,1
1609744841.47158,0,1.00067,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,63,0,4,9,1001,371,0,17,371,642,0,17,30,52,0,0,26,1,1,1,1
1609744841.57404,908,1.00039,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,13,0,4,5,101,369,0,17,369,639,0,17,30,52,0,0,26,1,1,1,1
1609744841.57992,0,1.00040,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,62,0,5,0,0,369,0,17,369,639,0,17,30,52,0,0,26,1,1,1,1
1609744841.85226,0,1.00015,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,62,0,7,0,0,736,0,17,736,1275,0,17,30,52,0,0,26,1,1,1,1
1609744842.47190,0,1.00032,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,64,0,4,9,1001,2288,0,17,2288,3963,0,17,30,52,0,0,26,1,1,1,1
1609744842.57453,908,1.00049,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,14,0,4,5,101,2287,0,17,2287,3961,0,17,30,52,0,0,26,1,1,1,1
1609744842.58046,0,1.00054,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,63,0,5,0,0,2287,0,17,2287,3961,0,17,30,52,0,0,26,1,1,1,1
1609744842.85343,0,1.00117,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,63,0,7,0,0,1781,0,17,1781,3085,0,17,30,52,0,0,26,1,1,1,1
1609744843.47252,0,1.00062,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,65,0,4,9,1001,718,0,17,718,1243,0,17,30,52,0,0,26,1,1,1,1
1609744843.57479,908,1.00026,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,15,0,4,5,101,552,0,17,552,956,0,17,30,52,0,0,26,1,1,1,1
1609744843.58082,0,1.00036,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,64,0,5,0,0,552,0,17,552,956,0,17,30,52,0,0,26,1,1,1,1
1609744843.85309,0,0.99966,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,64,0,7,0,0,514,0,17,514,890,0,17,30,52,0,0,26,1,1,1,1
1609744844.47283,0,1.00031,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,66,0,4,9,1001,1611,0,17,1611,2790,0,17,30,52,0,0,26,1,1,1,1
1609744844.57650,908,1.00171,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,16,0,4,5,101,1877,0,17,1877,3251,0,17,30,52,0,0,26,1,1,1,1
1609744844.58136,0,1.00054,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,65,0,5,0,0,1910,0,17,1910,3308,0,17,30,52,0,0,26,1,1,1,1
1609744844.85387,0,1.00078,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,65,0,7,0,0,2072,0,17,2072,3589,0,17,30,52,0,0,26,1,1,1,1
1609744845.47319,0,1.00036,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,67,0,4,9,1001,1544,0,17,1544,2674,0,17,30,52,0,0,26,1,1,1,1
1609744845.57593,908,0.99943,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,17,0,4,5,101,1152,0,17,1157,2005,0,17,30,52,0,0,26,1,1,1,1
1609744845.58184,0,1.00048,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,66,0,5,0,0,1152,0,17,1157,2005,0,17,30,52,0,0,26,1,1,1,1
1609744845.85446,0,1.00059,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,66,0,7,0,0,727,0,17,727,1259,0,17,30,52,0,0,26,1,1,1,1
1609744846.47518,0,1.00199,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,68,0,4,9,1001,1200,0,17,1200,2078,0,17,30,52,0,0,26,1,1,1,1
1609744846.58229,0,1.00045,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,67,0,5,0,0,1551,0,17,1551,2686,0,17,30,52,0,0,26,1,1,1,1
1609744846.58350,908,1.00757,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,18,0,4,5,101,1551,0,17,1551,2686,0,17,30,52,0,0,26,1,1,1,1
1609744846.85471,0,1.00025,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,67,0,7,0,0,1911,0,17,1911,3310,0,17,30,52,0,0,26,1,1,1,1
1609744847.47595,0,1.00077,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,69,0,4,9,1001,1780,0,17,1780,3083,0,17,30,52,0,0,26,1,1,1,1
1609744847.58285,0,1.00056,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,68,0,5,0,0,1638,0,17,1638,2838,0,17,30,52,0,0,26,1,1,1,1
1609744847.58379,908,1.00029,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,19,0,4,5,101,1638,0,17,1638,2838,0,17,30,52,0,0,26,1,1,1,1
1609744847.85568,0,1.00097,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,68,0,7,0,0,1168,0,17,1168,2024,0,17,30,52,0,0,26,1,1,1,1
1609744848.47661,0,1.00066,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,70,0,4,9,1001,744,0,17,744,1288,0,17,30,52,0,0,26,1,1,1,1
1609744848.58325,0,1.00040,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,69,0,5,0,0,747,0,17,746,1291,0,17,30,52,0,0,26,1,1,1,1
1609744848.58481,908,1.00102,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,20,0,4,5,101,747,0,17,746,1291,0,17,30,52,0,0,26,1,1,1,1
1609744848.85627,0,1.00059,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,69,0,7,0,0,1185,0,17,1185,2052,0,17,30,52,0,0,26,1,1,1,1
1609744849.47747,0,1.00086,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,71,0,4,9,1001,1805,0,17,1805,3126,0,17,30,52,0,0,26,1,1,1,1
