pkt arrive time in UTC,,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1609744849.58382,0,1.00057,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,70,0,5,0,0,1837,0,17,1837,3182,0,17,30,52,0,0,26,1,1,1,1
1609744849.58579,908,1.00098,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,21,0,4,5,101,1837,0,17,1837,3182,0,17,30,52,0,0,26,1,1,1,1
1609744849.85677,0,1.00050,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,70,0,7,0,0,1940,0,17,1940,3361,0,17,30,52,0,0,26,1,1,1,1
1609744850.47766,0,1.00019,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,72,0,4,9,1001,1459,0,17,1459,2528,0,17,30,52,0,0,26,1,1,1,1
1609744850.58418,0,1.00036,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,71,0,5,0,0,1223,0,17,1223,2118,0,17,30,52,0,0,26,1,1,1,1
1609744850.58652,908,1.00073,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,22,0,4,5,101,1223,0,17,1223,2118,0,17,30,52,0,0,26,1,1,1,1
1609744850.85764,0,1.00087,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,71,0,7,0,0,929,0,17,929,1609,0,17,30,52,0,0,26,1,1,1,1
1609744851.47871,0,1.00105,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,73,0,4,9,1001,1201,0,17,1201,2081,0,17,30,52,0,0,26,1,1,1,1
1609744851.58438,0,1.00020,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,72,0,5,0,0,1220,0,17,1220,2114,0,17,30,52,0,0,26,1,1,1,1
1609744851.58686,908,1.00034,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,23,0,4,5,101,1220,0,17,1220,2114,0,17,30,52,0,0,26,1,1,1,1
1609744851.85914,0,1.00150,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,72,0,7,0,0,1471,0,17,1471,2547,0,17,30,52,0,0,26,1,1,1,1
1609744852.48164,0,1.00293,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,74,0,4,9,1001,1857,0,17,1857,3217,0,17,30,52,0,0,26,1,1,1,1
1609744852.58455,0,1.00017,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,73,0,5,0,0,1857,0,17,1857,3216,0,17,30,52,0,0,26,1,1,1,1
1609744852.58805,908,1.00119,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,24,0,4,5,101,1857,0,17,1857,3216,0,17,30,52,0,0,26,1,1,1,1
1609744852.86179,0,1.00265,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,73,0,7,0,0,1653,0,17,1653,2863,0,17,30,52,0,0,26,1,1,1,1
1609744853.48193,0,1.00029,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,75,0,4,9,1001,986,0,17,986,1708,0,17,30,52,0,0,26,1,1,1,1
1609744853.58487,0,1.00032,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,74,0,5,0,0,915,0,17,915,1584,0,17,30,52,0,0,26,1,1,1,1
1609744853.58835,908,1.00030,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,25,0,4,5,101,915,0,17,915,1584,0,17,30,52,0,0,26,1,1,1,1
1609744853.86227,0,1.00048,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,74,0,7,0,0,919,0,17,919,1592,0,17,30,52,0,0,26,1,1,1,1
1609744854.48280,0,1.00087,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,76,0,4,9,1001,1525,0,17,1525,2642,0,17,30,52,0,0,26,1,1,1,1
1609744854.58538,0,1.00051,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,75,0,5,0,0,1629,0,17,1629,2821,0,17,30,52,0,0,26,1,1,1,1
1609744854.58929,908,1.00094,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,26,0,4,5,101,1629,0,17,1629,2821,0,17,30,52,0,0,26,1,1,1,1
1609744854.86255,0,1.00028,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,75,0,7,0,0,1751,0,17,1751,3033,0,17,30,52,0,0,26,1,1,1,1
1609744855.48327,0,1.00047,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,77,0,4,9,1001,1527,0,17,1527,2645,0,17,30,52,0,0,26,1,1,1,1
1609744855.58594,0,1.00056,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,76,0,5,0,0,1484,0,17,1484,2571,0,17,30,52,0,0,26,1,1,1,1
1609744855.58977,908,1.00048,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,27,0,4,5,101,1414,0,17,1414,2448,0,17,30,52,0,0,26,1,1,1,1
1609744855.86290,0,1.00035,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,76,0,7,0,0,1211,0,17,1211,2098,0,17,30,52,0,0,26,1,1,1,1
1609744856.48361,0,1.00034,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,78,0,4,9,1001,1008,0,17,1008,1745,0,17,30,52,0,0,26,1,1,1,1
1609744856.58658,0,1.00064,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,77,0,5,0,0,1059,0,17,1059,1834,0,17,30,52,0,0,26,1,1,1,1
1609744856.59048,908,1.00071,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,28,0,4,5,101,1059,0,17,1059,1834,0,17,30,52,0,0,26,1,1,1,1
1609744856.86386,0,1.00096,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,77,0,7,0,0,1244,0,17,1244,2151,0,17,30,52,0,0,26,1,1,1,1
1609744857.48389,0,1.00028,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,79,0,4,9,1001,1724,0,17,1724,2987,0,17,30,52,0,0,26,1,1,1,1
1609744857.58669,0,1.00011,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,78,0,5,0,0,1724,0,17,1724,2987,0,17,30,52,0,0,26,1,1,1,1
1609744857.59116,908,1.00068,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,29,0,4,5,101,1724,0,17,1724,2987,0,17,30,52,0,0,26,1,1,1,1
1609744857.86449,0,1.00063,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,78,0,7,0,0,1662,0,17,1662,2879,0,17,30,52,0,0,26,1,1,1,1
1609744858.48479,0,1.00090,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,80,0,4,9,1001,1139,0,17,1139,1985,0,17,30,52,0,0,26,1,1,1,1
1609744858.58693,0,1.00024,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,79,0,5,0,0,1082,0,17,1082,1875,0,17,30,52,0,0,26,1,1,1,1
1609744858.59206,908,1.00090,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,30,0,4,5,101,1082,0,17,1082,1875,0,17,30,52,0,0,26,1,1,1,1
1609744858.86468,0,1.00019,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,79,0,7,0,0,1034,0,17,1034,1791,0,17,30,52,0,0,26,1,1,1,1
1609744859.48539,0,1.00060,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,81,0,4,9,1001,1411,0,17,1411,2444,0,17,30,52,0,0,26,1,1,1,1
1609744859.58731,0,1.00038,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,80,0,5,0,0,1551,0,17,1551,2686,0,17,30,52,0,0,26,1,1,1,1
1609744859.59276,908,1.00070,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,31,0,4,5,101,1551,0,17,1551,2686,0,17,30,52,0,0,26,1,1,1,1
1609744859.86587,0,1.00119,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,80,0,7,0,0,1635,0,17,1635,2832,0,17,30,52,0,0,26,1,1,1,1
1609744860.48606,0,1.00067,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,82,0,4,9,1001,1594,0,17,1594,2761,0,17,30,52,0,0,26,1,1,1,1
1609744860.58778,0,1.00047,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,81,0,5,0,0,1533,0,17,1533,2656,0,17,30,52,0,0,26,1,1,1,1
1609744860.59310,908,1.00034,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,32,0,4,5,101,1533,0,17,1533,2656,0,17,30,52,0,0,26,1,1,1,1
1609744860.86686,0,1.00099,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,81,0,7,0,0,1242,0,17,1242,2151,0,17,30,52,0,0,26,1,1,1,1
1609744861.48671,0,1.00065,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,83,0,4,9,1001,1173,0,17,1173,2031,0,17,30,52,0,0,26,1,1,1,1
1609744861.58813,0,1.00035,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,82,0,5,0,0,1224,0,17,1224,2120,0,17,30,52,0,0,26,1,1,1,1
1609744861.59350,908,1.00040,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,33,0,4,5,101,1224,0,17,1224,2120,0,17,30,52,0,0,26,1,1,1,1
1609744861.86758,0,1.00072,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,82,0,7,0,0,1339,0,17,1339,2319,0,17,30,52,0,0,26,1,1,1,1
1609744862.48696,0,1.00025,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,84,0,4,9,1001,1604,0,17,1604,2778,0,17,30,52,0,0,26,1,1,1,1
1609744862.58843,0,1.00030,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,83,0,5,0,0,1604,0,17,1604,2778,0,17,30,52,0,0,26,1,1,1,1
1609744862.59469,908,1.00119,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,34,0,4,5,101,1604,0,17,1604,2778,0,17,30,52,0,0,26,1,1,1,1
1609744862.86926,0,1.00168,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,83,0,7,0,0,1627,0,17,1627,2819,0,17,30,52,0,0,26,1,1,1,1
1609744863.48762,0,1.00066,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,85,0,4,9,1001,1257,0,17,1257,2176,0,17,30,52,0,0,26,1,1,1,1
1609744863.58892,0,1.00049,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,84,0,5,0,0,1227,0,17,1227,2125,0,17,30,52,0,0,26,1,1,1,1
1609744863.59529,908,1.00060,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,35,0,4,5,101,1227,0,17,1227,2125,0,17,30,52,0,0,26,1,1,1,1
1609744863.86958,0,1.00032,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,84,0,7,0,0,1124,0,17,1124,1946,0,17,30,52,0,0,26,1,1,1,1
1609744864.48785,0,1.00023,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,86,0,4,9,1001,1392,0,17,1392,2411,0,17,30,52,0,0,26,1,1,1,1
1609744864.58932,0,1.00040,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,85,0,5,0,0,1392,0,17,1392,2411,0,17,30,52,0,0,26,1,1,1,1
1609744864.59586,908,1.00057,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,36,0,4,5,101,1392,0,17,1392,2411,0,17,30,52,0,0,26,1,1,1,1
1609744864.87056,0,1.00098,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,85,0,7,0,0,1536,0,17,1536,2661,0,17,30,52,0,0,26,1,1,1,1
1609744865.48880,0,1.00095,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,87,0,4,9,1001,1465,0,17,1470,2547,0,17,30,52,0,0,26,1,1,1,1
1609744865.58980,0,1.00048,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,86,0,5,0,0,1463,0,17,1463,2535,0,17,30,52,0,0,26,1,1,1,1
1609744865.59620,908,1.00034,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,37,0,4,5,101,1463,0,17,1463,2535,0,17,30,52,0,0,26,1,1,1,1
1609744865.87142,0,1.00086,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,86,0,7,0,0,1267,0,17,1267,2195,0,17,30,52,0,0,26,1,1,1,1
1609744866.48920,0,1.00040,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,88,0,4,9,1001,1159,0,17,1159,2007,0,17,30,52,0,0,26,1,1,1,1
1609744866.59069,0,1.00089,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,87,0,5,0,0,1159,0,17,1159,2008,0,17,30,52,0,0,26,1,1,1,1
1609744866.59657,908,1.00037,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,38,0,4,5,101,1159,0,17,1159,2008,0,17,30,52,0,0,26,1,1,1,1
1609744866.87185,0,1.00043,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,87,0,7,0,0,1197,0,17,1197,2073,0,17,30,52,0,0,26,1,1,1,1
1609744867.48950,0,1.00030,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,89,0,4,9,1001,1476,0,17,1476,2557,0,17,30,52,0,0,26,1,1,1,1
1609744867.59197,0,1.00128,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,88,0,5,0,0,1492,0,17,1492,2585,0,17,30,52,0,0,26,1,1,1,1
1609744867.59693,908,1.00036,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,39,0,4,5,101,1492,0,17,1492,2585,0,17,30,52,0,0,26,1,1,1,1
1609744867.87200,0,1.00015,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,88,0,7,0,0,1557,0,17,1557,2697,0,17,30,52,0,0,26,1,1,1,1
1609744868.49010,0,1.00060,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,90,0,4,9,1001,1267,0,17,1267,2195,0,17,30,52,0,0,26,1,1,1,1
1609744868.59254,0,1.00057,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,89,0,5,0,0,1267,0,17,1267,2195,0,17,30,52,0,0,26,1,1,1,1
1609744868.59844,908,1.00151,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,40,0,4,5,101,1267,0,17,1267,2195,0,17,30,52,0,0,26,1,1,1,1
1609744868.87236,0,1.00036,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,89,0,7,0,0,1189,0,17,1189,2059,0,17,30,52,0,0,26,1,1,1,1
1609744869.49080,0,1.00070,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,91,0,4,9,1001,1513,0,17,1513,2622,0,17,30,52,0,0,26,1,1,1,1
1609744869.59353,0,1.00099,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,90,0,5,0,0,1514,0,17,1514,2622,0,17,30,52,0,0,26,1,1,1,1
1609744869.59953,908,1.00109,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,41,0,4,5,101,1514,0,17,1514,2622,0,17,30,52,0,0,26,1,1,1,1
1609744869.87452,0,1.00216,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,90,0,7,0,0,1450,0,17,1450,2511,0,17,30,52,0,0,26,1,1,1,1
1609744870.49111,0,1.00031,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,92,0,4,9,1001,1214,0,17,1214,2103,0,17,30,52,0,0,26,1,1,1,1
1609744870.59383,0,1.00030,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,91,0,5,0,0,1214,0,17,1214,2103,0,17,30,52,0,0,26,1,1,1,1
1609744870.60015,908,1.00062,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,42,0,4,5,101,1214,0,17,1214,2103,0,17,30,52,0,0,26,1,1,1,1
1609744870.87440,0,0.99988,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,91,0,7,0,0,1243,0,17,1243,2153,0,17,30,52,0,0,26,1,1,1,1
1609744871.49209,0,1.00098,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,93,0,4,9,1001,1492,0,17,1492,2584,0,17,30,52,0,0,26,1,1,1,1
1609744871.59422,0,1.00039,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,92,0,5,0,0,1505,0,17,1505,2608,0,17,30,52,0,0,26,1,1,1,1
1609744871.60049,908,1.00034,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,43,0,4,5,101,1505,0,17,1505,2608,0,17,30,52,0,0,26,1,1,1,1
1609744871.87472,0,1.00032,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,92,0,7,0,0,1479,0,17,1479,2561,0,17,30,52,0,0,26,1,1,1,1
1609744872.49252,0,1.00043,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,94,0,4,9,1001,1252,0,17,1252,2168,0,17,30,52,0,0,26,1,1,1,1
1609744872.59443,0,1.00021,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,93,0,5,0,0,1236,0,17,1236,2141,0,17,30,52,0,0,26,1,1,1,1
1609744872.60199,908,1.00150,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,44,0,4,5,101,1236,0,17,1236,2141,0,17,30,52,0,0,26,1,1,1,1
1609744872.87520,0,1.00048,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,93,0,7,0,0,1260,0,17,1260,2182,0,17,30,52,0,0,26,1,1,1,1
1609744873.49305,0,1.00053,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,95,0,4,9,1001,1433,0,17,1433,2481,0,17,30,52,0,0,26,1,1,1,1
1609744873.59455,0,1.00012,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,94,0,5,0,0,1436,0,17,1436,2488,0,17,30,52,0,0,26,1,1,1,1
1609744873.60172,908,0.99973,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,45,0,4,5,101,1436,0,17,1436,2488,0,17,30,52,0,0,26,1,1,1,1
1609744873.87564,0,1.00044,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,94,0,7,0,0,1485,0,17,1485,2572,0,17,30,52,0,0,26,1,1,1,1
1609744874.49339,0,1.00034,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,96,0,4,9,1001,1268,0,17,1268,2196,0,17,30,52,0,0,26,1,1,1,1
1609744874.59495,0,1.00040,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,95,0,5,0,0,1268,0,17,1268,2196,0,17,30,52,0,0,26,1,1,1,1
1609744874.60278,908,1.00106,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,46,0,4,5,101,1268,0,17,1268,2196,0,17,30,52,0,0,26,1,1,1,1
1609744874.87603,0,1.00039,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,95,0,7,0,0,1274,0,17,1274,2206,0,17,30,52,0,0,26,1,1,1,1
1609744875.49472,0,1.00133,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,97,0,4,9,1001,1426,0,17,1426,2469,0,17,30,52,0,0,26,1,1,1,1
1609744875.59549,0,1.00054,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,96,0,5,0,0,1437,0,17,1437,2489,0,17,30,52,0,0,26,1,1,1,1
1609744875.60377,908,1.00099,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,47,0,4,5,101,1437,0,17,1437,2489,0,17,30,52,0,0,26,1,1,1,1
1609744875.87705,0,1.00102,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,96,0,7,0,0,1458,0,17,1458,2525,0,17,30,52,0,0,26,1,1,1,1
1609744876.49538,0,1.00066,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,98,0,4,9,1001,1366,0,17,1366,2367,0,17,30,52,0,0,26,1,1,1,1
1609744876.59582,0,1.00033,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,97,0,5,0,0,1360,0,17,1360,2356,0,17,30,52,0,0,26,1,1,1,1
1609744876.60424,908,1.00047,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,48,0,4,5,101,1360,0,17,1360,2356,0,17,30,52,0,0,26,1,1,1,1
1609744876.87760,0,1.00055,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,97,0,7,0,0,1315,0,17,1315,2278,0,17,30,52,0,0,26,1,1,1,1
1609744877.49609,0,1.00071,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,99,0,4,9,1001,1323,0,17,1323,2292,0,17,30,52,0,0,26,1,1,1,1
1609744877.59617,0,1.00035,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,98,0,5,0,0,1362,0,17,1362,2359,0,17,30,52,0,0,26,1,1,1,1
1609744877.60524,908,1.00100,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,49,0,4,5,101,1362,0,17,1362,2359,0,17,30,52,0,0,26,1,1,1,1
1609744877.87777,0,1.00017,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,98,0,7,0,0,1408,0,17,1408,2438,0,17,30,52,0,0,26,1,1,1,1
1609744878.49883,0,1.00274,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,100,0,4,9,1001,1440,0,17,1440,2494,0,17,30,52,0,0,26,1,1,1,1
1609744878.59641,0,1.00024,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,99,0,5,0,0,1430,0,17,1430,2477,0,17,30,52,0,0,26,1,1,1,1
1609744878.60546,908,1.00022,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,50,0,4,5,101,1430,0,17,1430,2477,0,17,30,52,0,0,26,1,1,1,1
1609744878.87840,0,1.00063,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,99,0,7,0,0,1395,0,17,1395,2416,0,17,30,52,0,0,26,1,1,1,1
1609744879.49959,0,1.00076,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,101,0,4,9,1001,1285,0,17,1285,2225,0,17,30,52,0,0,26,1,1,1,1
1609744879.59729,0,1.00088,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,100,0,5,0,0,1285,0,17,1285,2225,0,17,30,52,0,0,26,1,1,1,1
1609744879.60574,908,1.00028,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,51,0,4,5,101,1285,0,17,1285,2225,0,17,30,52,0,0,26,1,1,1,1
1609744879.87892,0,1.00052,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,100,0,7,0,0,1298,0,17,1298,2249,0,17,30,52,0,0,26,1,1,1,1
1609744880.49996,0,1.00037,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,102,0,4,9,1001,1407,0,17,1407,2437,0,17,30,52,0,0,26,1,1,1,1
1609744880.59738,0,1.00009,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,101,0,5,0,0,1412,0,17,1412,2445,0,17,30,52,0,0,26,1,1,1,1
1609744880.60630,908,1.00056,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,52,0,4,5,101,1412,0,17,1412,2445,0,17,30,52,0,0,26,1,1,1,1
1609744880.88031,0,1.00139,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,101,0,7,0,0,1441,0,17,1441,2496,0,17,30,52,0,0,26,1,1,1,1
1609744881.50017,0,1.00021,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,103,0,4,9,1001,1330,0,17,1330,2304,0,17,30,52,0,0,26,1,1,1,1
1609744881.59818,0,1.00080,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,102,0,5,0,0,1330,0,17,1330,2303,0,17,30,52,0,0,26,1,1,1,1
1609744881.61020,908,1.00390,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,53,0,4,5,101,1330,0,17,1330,2303,0,17,30,52,0,0,26,1,1,1,1
1609744881.88139,0,1.00108,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,102,0,7,0,0,1324,0,17,1324,2293,0,17,30,52,0,0,26,1,1,1,1
1609744882.50057,0,1.00040,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,104,0,4,9,1001,1330,0,17,1330,2304,0,17,30,52,0,0,26,1,1,1,1
1609744882.59879,0,1.00061,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,103,0,5,0,0,1334,0,17,1334,2311,0,17,30,52,0,0,26,1,1,1,1
1609744882.61087,908,1.00067,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,54,0,4,5,101,1334,0,17,1334,2311,0,17,30,52,0,0,26,1,1,1,1
1609744882.88165,0,1.00026,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,103,0,7,0,0,1370,0,17,1370,2373,0,17,30,52,0,0,26,1,1,1,1
1609744883.50094,0,1.00037,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,105,0,4,9,1001,1429,0,17,1429,2475,0,17,30,52,0,0,26,1,1,1,1
1609744883.59945,0,1.00066,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,104,0,5,0,0,1428,0,17,1428,2474,0,17,30,52,0,0,26,1,1,1,1
1609744883.61128,908,1.00041,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,55,0,4,5,101,1428,0,17,1428,2474,0,17,30,52,0,0,26,1,1,1,1
1609744883.88231,0,1.00066,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,104,0,7,0,0,1418,0,17,1418,2456,0,17,30,52,0,0,26,1,1,1,1
1609744884.50118,0,1.00024,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,106,0,4,9,1001,1334,0,17,1334,2310,0,17,30,52,0,0,26,1,1,1,1
1609744884.60001,0,1.00056,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,105,0,5,0,0,1315,0,17,1315,2277,0,17,30,52,0,0,26,1,1,1,1
1609744884.61177,908,1.00049,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,56,0,4,5,101,1315,0,17,1315,2277,0,17,30,52,0,0,26,1,1,1,1
1609744884.88267,0,1.00036,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,105,0,7,0,0,1306,0,17,1306,2262,0,17,30,52,0,0,26,1,1,1,1
1609744885.50192,0,1.00074,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,107,0,4,9,1001,1397,0,17,1397,2420,0,17,30,52,0,0,26,1,1,1,1
1609744885.60053,0,1.00052,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,106,0,5,0,0,1402,0,17,1402,2429,0,17,30,52,0,0,26,1,1,1,1
1609744885.61261,908,1.00084,23,255,1,147,1111,2000,PIOC,111,1609744834,0,1,2,57,0,4,5,101,1402,0,17,1402,2429,0,17,30,52,0,0,26,1,1,1,1
1609744885.88368,0,1.00101,11,255,3,152,1131,2000,PIOC,131,1609744778,0,1,1,106,0,7,0,0,1421,0,17,1421,2461,0,17,30,52,0,0,26,1,1,1,1
1609744886.50223,0,1.00031,32,255,2,147,1121,2000,PIOC,121,1609744777,0,1,1,108,0,4,9,1001,1365,0,17,1365,2364,0,17,30,52,0,0,26,1,1,1,1
1609744886.60150,0,1.00097,99,255,4,142,1231,2000,BFP,231,1609744778,0,1,1,107,0,5,0,0,1340,0,17,1340,2320,0,17,30,52,0,0,26,1,1,1,1
