pkt arrive time in UTC,Label,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1604974616.10181,0,1.00000,23,255,1,147,1111,2000,PIOC,111,1604974615,0,1,1,0,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974616.41862,0,1.00000,32,255,2,147,1121,2000,PIOC,121,1604974615,0,1,1,0,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974617.10218,0,1.00037,23,255,1,147,1111,2000,PIOC,111,1604974615,0,1,1,1,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974617.22422,0,1.00000,99,255,4,142,1231,2000,BFP,231,1604974616,0,1,1,0,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974617.41912,0,1.00050,32,255,2,147,1121,2000,PIOC,121,1604974615,0,1,1,1,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974618.10270,0,1.00052,23,255,1,147,1111,2000,PIOC,111,1604974615,0,1,1,2,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974618.22440,0,1.00018,99,255,4,142,1231,2000,BFP,231,1604974616,0,1,1,1,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974618.41980,0,1.00068,32,255,2,147,1121,2000,PIOC,121,1604974615,0,1,1,2,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974618.77048,0,1.00000,11,255,3,152,1131,2000,PIOC,131,1604974618,0,1,1,0,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974619.10302,0,1.00032,23,255,1,147,1111,2000,PIOC,111,1604974615,0,1,1,3,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974619.22558,0,1.00118,99,255,4,142,1231,2000,BFP,231,1604974616,0,1,1,2,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974619.42046,0,1.00066,32,255,2,147,1121,2000,PIOC,121,1604974615,0,1,1,3,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974619.77169,0,1.00121,11,255,3,152,1131,2000,PIOC,131,1604974618,0,1,1,1,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974620.10347,0,1.00045,23,255,1,147,1111,2000,PIOC,111,1604974615,0,1,1,4,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974620.22614,0,1.00056,99,255,4,142,1231,2000,BFP,231,1604974616,0,1,1,3,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974620.42122,0,1.00076,32,255,2,147,1121,2000,PIOC,121,1604974615,0,1,1,4,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974620.77205,0,1.00036,11,255,3,152,1131,2000,PIOC,131,1604974618,0,1,1,2,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974621.10470,0,1.00123,23,255,1,147,1111,2000,PIOC,111,1604974615,0,1,1,5,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974621.22641,0,1.00027,99,255,4,142,1231,2000,BFP,231,1604974616,0,1,1,4,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974621.42152,0,1.00030,32,255,2,147,1121,2000,PIOC,121,1604974615,0,1,1,5,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974621.77276,0,1.00071,11,255,3,152,1131,2000,PIOC,131,1604974618,0,1,1,3,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974622.10537,0,1.00067,23,255,1,147,1111,2000,PIOC,111,1604974615,0,1,1,6,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974622.22693,0,1.00052,99,255,4,142,1231,2000,BFP,231,1604974616,0,1,1,5,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974622.42241,0,1.00089,32,255,2,147,1121,2000,PIOC,121,1604974615,0,1,1,6,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974622.77419,0,1.00143,11,255,3,152,1131,2000,PIOC,131,1604974618,0,1,1,4,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974623.10612,0,1.00075,23,255,1,147,1111,2000,PIOC,111,1604974615,0,1,1,7,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974623.22863,0,1.00170,99,255,4,142,1231,2000,BFP,231,1604974616,0,1,1,6,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974623.42290,0,1.00049,32,255,2,147,1121,2000,PIOC,121,1604974615,0,1,1,7,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974623.77381,0,0.99962,11,255,3,152,1131,2000,PIOC,131,1604974618,0,1,1,5,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974624.10603,0,0.99991,23,255,1,147,1111,2000,PIOC,111,1604974615,0,1,1,8,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974624.22895,0,1.00032,99,255,4,142,1231,2000,BFP,231,1604974616,0,1,1,7,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974624.42454,0,1.00164,32,255,2,147,1121,2000,PIOC,121,1604974615,0,1,1,8,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974624.77482,0,1.00101,11,255,3,152,1131,2000,PIOC,131,1604974618,0,1,1,6,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974625.10704,0,1.00101,23,255,1,147,1111,2000,PIOC,111,1604974615,0,1,1,9,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974625.23132,0,1.00237,99,255,4,142,1231,2000,BFP,231,1604974616,0,1,1,8,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974625.42439,0,0.99985,32,255,2,147,1121,2000,PIOC,121,1604974615,0,1,1,9,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604974625.77560,0,1.00078,11,255,3,152,1131,2000,PIOC,131,1604974618,0,1,1,7,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
