year,month,day,hour,minute,second,millisecond,UTC,open_CB1-22KV,open_CB2-22KV,open_CB3-22KV,open_CB1-FDR1,open_CB2-FDR2,open_CB-FDR3,open_CB-FDR4,I_FDR1,I_FDR2,I_FDR3,I_FDR4
2021,4,25,16,10,50,722,1619331050.722000,0,0,0,0,0,0,0,0,0,26,26,
2021,4,25,16,10,50,845,1619331050.845000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,50,961,1619331050.961000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,51,79,1619331051.079000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,51,198,1619331051.198000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,51,311,1619331051.311000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,51,433,1619331051.433000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,51,548,1619331051.548000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,51,664,1619331051.664000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,51,781,1619331051.781000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,51,898,1619331051.898000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,52,13,1619331052.013000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,52,135,1619331052.135000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,52,254,1619331052.254000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,52,371,1619331052.371000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,52,489,1619331052.489000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,52,609,1619331052.609000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,52,729,1619331052.729000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,52,848,1619331052.848000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,52,967,1619331052.967000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,53,80,1619331053.080000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,53,200,1619331053.200000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,53,324,1619331053.324000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,53,439,1619331053.439000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,53,558,1619331053.558000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,53,674,1619331053.674000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,53,793,1619331053.793000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,53,914,1619331053.914000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,54,33,1619331054.033000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,54,155,1619331054.155000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,54,270,1619331054.270000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,54,387,1619331054.387000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,54,510,1619331054.510000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,54,631,1619331054.631000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,54,753,1619331054.753000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,54,880,1619331054.880000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,54,996,1619331054.996000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,55,115,1619331055.115000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,55,230,1619331055.230000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,55,351,1619331055.351000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,55,472,1619331055.472000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,55,589,1619331055.589000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,55,710,1619331055.710000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,55,833,1619331055.833000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,55,953,1619331055.953000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,56,77,1619331056.077000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,56,193,1619331056.193000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,56,324,1619331056.324000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,56,447,1619331056.447000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,56,570,1619331056.570000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,56,687,1619331056.687000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,56,803,1619331056.803000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,56,926,1619331056.926000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,57,49,1619331057.049000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,57,168,1619331057.168000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,57,290,1619331057.290000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,57,411,1619331057.411000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,57,525,1619331057.525000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,57,648,1619331057.648000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,57,768,1619331057.768000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,57,892,1619331057.892000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,58,7,1619331058.007000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,58,133,1619331058.133000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,58,255,1619331058.255000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,58,376,1619331058.376000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,58,497,1619331058.497000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,58,619,1619331058.619000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,58,735,1619331058.735000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,58,858,1619331058.858000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,58,972,1619331058.972000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,16,10,59,87,1619331059.087000,0,0,0,0,0,0,0,26,26,26,26,
