pkt arrive time in UTC,Label,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1605060373.99343,0,1.00000,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,0,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060374.48651,0,1.00000,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,0,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060374.99365,0,1.00022,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,1,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060375.48851,0,1.00200,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,1,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060375.99414,0,1.00049,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,2,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060376.22645,0,1.00000,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,0,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060376.30064,0,1.00000,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,0,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060376.48894,0,1.00043,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,2,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060376.99449,0,1.00035,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,3,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060377.22685,0,1.00040,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,1,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060377.30172,0,1.00108,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,1,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060377.48932,0,1.00038,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,3,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060377.99476,0,1.00027,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,4,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060378.22724,0,1.00039,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,2,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060378.30278,0,1.00106,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,2,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060378.49022,0,1.00090,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,4,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060378.99541,0,1.00065,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,5,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060379.22795,0,1.00071,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,3,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060379.30300,0,1.00022,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,3,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060379.49046,0,1.00024,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,5,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060379.99610,0,1.00069,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,6,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060380.22849,0,1.00054,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,4,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060380.30321,0,1.00021,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,4,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060380.49162,0,1.00116,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,6,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060380.99656,0,1.00046,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,7,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060381.22930,0,1.00081,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,5,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060381.30392,0,1.00071,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,5,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060381.49177,0,1.00015,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,7,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060381.99716,0,1.00060,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,8,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060382.22973,0,1.00043,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,6,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060382.30493,0,1.00101,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,6,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060382.49242,0,1.00065,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,8,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060382.99763,0,1.00047,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,9,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060383.23014,0,1.00041,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,7,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060383.30513,0,1.00020,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,7,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060383.49269,0,1.00027,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,9,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060383.99816,0,1.00053,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,10,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060384.23092,0,1.00078,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,8,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060384.30556,0,1.00043,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,8,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060384.49285,0,1.00016,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,10,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060384.99834,0,1.00018,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,11,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060385.23078,0,0.99986,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,9,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060385.30690,0,1.00134,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,9,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060385.49328,0,1.00043,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,11,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060385.99887,0,1.00053,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,12,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060386.23159,0,1.00081,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,10,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060386.30734,0,1.00044,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,10,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060386.49370,0,1.00042,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,12,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060387.00218,0,1.00331,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,13,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060387.23189,0,1.00030,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,11,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060387.30773,0,1.00039,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,11,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060387.49444,0,1.00074,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,13,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060388.00267,0,1.00049,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,14,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060388.23196,0,1.00007,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,12,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060388.30815,0,1.00042,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,12,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060388.49548,0,1.00104,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,14,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060389.00297,0,1.00030,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,15,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060389.23236,0,1.00040,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,13,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060389.30982,0,1.00167,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,13,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060389.49636,0,1.00088,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,15,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060390.00388,0,1.00091,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,16,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060390.23348,0,1.00112,99,255,4,142,1231,2000,BFP,231,1605060375,0,1,1,14,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060390.30934,0,0.99952,11,255,3,152,1131,2000,PIOC,131,1605060375,0,1,1,14,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060390.49675,0,1.00039,32,255,2,147,1121,2000,PIOC,121,1605060373,0,1,1,16,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1605060391.00429,0,1.00041,23,255,1,147,1111,2000,PIOC,111,1605060372,0,1,1,17,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
