year,month,day,hour,minute,second,millisecond,UTC,open_CB1-22KV,open_CB2-22KV,open_CB3-22KV,open_CB1-FDR1,open_CB2-FDR2,open_CB-FDR3,open_CB-FDR4,I_FDR1,I_FDR2,I_FDR3,I_FDR4
2021,4,25,15,3,48,638,1619327028.638000,0,0,0,0,0,0,0,0,0,0,0,
2021,4,25,15,3,48,758,1619327028.758000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,48,874,1619327028.874000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,48,989,1619327028.989000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,49,105,1619327029.105000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,49,221,1619327029.221000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,49,342,1619327029.342000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,49,457,1619327029.457000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,49,572,1619327029.572000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,49,690,1619327029.690000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,49,804,1619327029.804000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,49,924,1619327029.924000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,50,44,1619327030.044000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,50,163,1619327030.163000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,50,280,1619327030.280000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,50,398,1619327030.398000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,50,511,1619327030.511000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,50,628,1619327030.628000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,50,756,1619327030.756000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,50,877,1619327030.877000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,15,3,50,996,1619327030.996000,0,0,0,0,0,0,0,26,26,26,26,
