pkt arrive time in UTC,Label,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1604978447.01918,0,1.00000,23,255,1,147,1111,2000,PIOC,111,1604978446,0,1,1,0,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,0
1604978448.01949,0,1.00031,23,255,1,147,1111,2000,PIOC,111,1604978446,0,1,1,1,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604978448.55146,0,1.00000,32,255,2,147,1121,2000,PIOC,121,1604978447,0,1,1,0,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604978449.01980,0,1.00031,23,255,1,147,1111,2000,PIOC,111,1604978446,0,1,1,2,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604978449.55176,0,1.00030,32,255,2,147,1121,2000,PIOC,121,1604978447,0,1,1,1,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604978450.02037,0,1.00057,23,255,1,147,1111,2000,PIOC,111,1604978446,0,1,1,3,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604978450.16869,0,1.00000,99,255,4,142,1231,2000,BFP,231,1604978449,0,1,1,0,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604978450.55266,0,1.00090,32,255,2,147,1121,2000,PIOC,121,1604978447,0,1,1,2,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604978451.02095,0,1.00058,23,255,1,147,1111,2000,PIOC,111,1604978446,0,1,1,4,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604978451.16982,0,1.00113,99,255,4,142,1231,2000,BFP,231,1604978449,0,1,1,1,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604978451.55288,0,1.00022,32,255,2,147,1121,2000,PIOC,121,1604978447,0,1,1,3,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
