pkt arrive time in UTC,Label,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1604988935.13912,0,1.00000,23,255,1,147,1111,2000,PIOC,111,1604988934,0,1,1,0,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,0,0,0,0
1604988936.14031,0,1.00119,23,255,1,147,1111,2000,PIOC,111,1604988934,0,1,1,1,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,0,0,0,0
1604988937.14084,0,1.00053,23,255,1,147,1111,2000,PIOC,111,1604988934,0,1,1,2,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988938.14179,0,1.00095,23,255,1,147,1111,2000,PIOC,111,1604988934,0,1,1,3,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988938.17764,0,1.00000,32,255,2,147,1121,2000,PIOC,121,1604988937,0,1,1,0,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988939.14236,0,1.00057,23,255,1,147,1111,2000,PIOC,111,1604988934,0,1,1,4,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988939.17805,0,1.00041,32,255,2,147,1121,2000,PIOC,121,1604988937,0,1,1,1,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988939.25262,0,1.00000,99,255,4,142,1231,2000,BFP,231,1604988938,0,1,1,0,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988939.56589,0,1.00000,11,255,3,152,1131,2000,PIOC,131,1604988938,0,1,1,0,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988940.14323,0,1.00087,23,255,1,147,1111,2000,PIOC,111,1604988934,0,1,1,5,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988940.17915,0,1.00110,32,255,2,147,1121,2000,PIOC,121,1604988937,0,1,1,2,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988940.25283,0,1.00021,99,255,4,142,1231,2000,BFP,231,1604988938,0,1,1,1,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988940.56699,0,1.00110,11,255,3,152,1131,2000,PIOC,131,1604988938,0,1,1,1,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988941.14427,0,1.00104,23,255,1,147,1111,2000,PIOC,111,1604988934,0,1,1,6,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604988941.17977,0,1.00062,32,255,2,147,1121,2000,PIOC,121,1604988937,0,1,1,3,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
