pkt arrive time in UTC,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR2,I_FDR3,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1619327033.34927,1.00000,99,255,4,142,1231,2000,BFP,231,1619327032,0,1,1,0,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327034.23840,1.00000,23,255,1,147,1111,2000,PIOC,111,1619327033,0,1,1,0,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327034.34966,1.00039,99,255,4,142,1231,2000,BFP,231,1619327032,0,1,1,1,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327035.16260,1.00000,11,255,3,152,1131,2000,PIOC,131,1619327034,0,1,1,0,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327035.23966,1.00126,23,255,1,147,1111,2000,PIOC,111,1619327033,0,1,1,1,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327035.35026,1.00060,99,255,4,142,1231,2000,BFP,231,1619327032,0,1,1,2,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327036.08685,1.00000,32,255,2,147,1121,2000,PIOC,121,1619327035,0,1,1,0,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327036.16298,1.00038,11,255,3,152,1131,2000,PIOC,131,1619327034,0,1,1,1,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327036.24011,1.00045,23,255,1,147,1111,2000,PIOC,111,1619327033,0,1,1,2,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327036.35137,1.00111,99,255,4,142,1231,2000,BFP,231,1619327032,0,1,1,3,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327037.08725,1.00040,32,255,2,147,1121,2000,PIOC,121,1619327035,0,1,1,1,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327037.16323,1.00025,11,255,3,152,1131,2000,PIOC,131,1619327034,0,1,1,2,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327037.24029,1.00018,23,255,1,147,1111,2000,PIOC,111,1619327033,0,1,1,3,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327037.35212,1.00075,99,255,4,142,1231,2000,BFP,231,1619327032,0,1,1,4,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327038.08788,1.00063,32,255,2,147,1121,2000,PIOC,121,1619327035,0,1,1,2,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327038.16405,1.00082,11,255,3,152,1131,2000,PIOC,131,1619327034,0,1,1,3,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327038.24106,1.00077,23,255,1,147,1111,2000,PIOC,111,1619327033,0,1,1,4,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327038.35337,1.00125,99,255,4,142,1231,2000,BFP,231,1619327032,0,1,1,5,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327039.08817,1.00029,32,255,2,147,1121,2000,PIOC,121,1619327035,0,1,1,3,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619327039.16436,1.00031,11,255,3,152,1131,2000,PIOC,131,1619327034,0,1,1,4,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
