year,month,day,hour,minute,second,millisecond,UTC,open_CB1-22KV,open_CB2-22KV,open_CB3-22KV,open_CB1-FDR1,open_CB2-FDR2,open_CB-FDR3,open_CB-FDR4,I_FDR1,I_FDR2,I_FDR3,I_FDR4
2021,4,25,14,28,27,756,1619324907.756000,0,0,0,0,0,0,0,0,0,0,0,
2021,4,25,14,28,27,875,1619324907.875000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,27,992,1619324907.992000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,28,107,1619324908.107000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,28,224,1619324908.224000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,28,341,1619324908.341000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,28,461,1619324908.461000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,28,578,1619324908.578000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,28,691,1619324908.691000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,28,806,1619324908.806000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,28,920,1619324908.920000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,29,41,1619324909.041000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,29,157,1619324909.157000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,29,272,1619324909.272000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,29,390,1619324909.390000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,29,504,1619324909.504000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,29,620,1619324909.620000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,29,734,1619324909.734000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,29,848,1619324909.848000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,29,964,1619324909.964000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,30,78,1619324910.078000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,30,193,1619324910.193000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,30,315,1619324910.315000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,30,429,1619324910.429000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,30,545,1619324910.545000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,30,666,1619324910.666000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,30,781,1619324910.781000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,30,900,1619324910.900000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,31,12,1619324911.012000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,31,126,1619324911.126000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,31,251,1619324911.251000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,31,367,1619324911.367000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,31,485,1619324911.485000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,31,598,1619324911.598000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,31,716,1619324911.716000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,31,831,1619324911.831000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,31,950,1619324911.950000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,32,75,1619324912.075000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,32,194,1619324912.194000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,32,308,1619324912.308000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,32,425,1619324912.425000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,32,543,1619324912.543000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,32,658,1619324912.658000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,32,777,1619324912.777000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,32,900,1619324912.900000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,33,14,1619324913.014000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,33,133,1619324913.133000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,33,249,1619324913.249000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,33,365,1619324913.365000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,33,486,1619324913.486000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,33,606,1619324913.606000,0,0,0,0,0,0,0,26,26,26,26,
2021,4,25,14,28,33,725,1619324913.725000,0,0,0,0,0,0,0,26,26,26,26,
