pkt arrive time in UTC,Label,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1604976525.90483,0,1.00000,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,0,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976526.90515,0,1.00032,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,1,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976527.87634,0,1.00000,99,255,4,142,1231,2000,BFP,231,1604976526,0,1,1,0,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976527.90565,0,1.00050,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,2,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976528.24652,0,1.00000,23,255,1,147,1111,2000,PIOC,111,1604976527,0,1,1,0,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976528.87648,0,1.00014,99,255,4,142,1231,2000,BFP,231,1604976526,0,1,1,1,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976528.90624,0,1.00059,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,3,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976529.24720,0,1.00068,23,255,1,147,1111,2000,PIOC,111,1604976527,0,1,1,1,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976529.40126,0,1.00000,11,255,3,152,1131,2000,PIOC,131,1604976528,0,1,1,0,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976529.87676,0,1.00028,99,255,4,142,1231,2000,BFP,231,1604976526,0,1,1,2,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976529.90731,0,1.00107,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,4,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976530.24743,0,1.00023,23,255,1,147,1111,2000,PIOC,111,1604976527,0,1,1,2,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976530.40177,0,1.00051,11,255,3,152,1131,2000,PIOC,131,1604976528,0,1,1,1,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976530.87687,0,1.00011,99,255,4,142,1231,2000,BFP,231,1604976526,0,1,1,3,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976530.90684,0,0.99953,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,5,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976531.24805,0,1.00062,23,255,1,147,1111,2000,PIOC,111,1604976527,0,1,1,3,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976531.40317,0,1.00140,11,255,3,152,1131,2000,PIOC,131,1604976528,0,1,1,2,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976531.87747,0,1.00060,99,255,4,142,1231,2000,BFP,231,1604976526,0,1,1,4,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976531.90778,0,1.00094,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,6,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976532.24900,0,1.00095,23,255,1,147,1111,2000,PIOC,111,1604976527,0,1,1,4,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976532.40322,0,1.00005,11,255,3,152,1131,2000,PIOC,131,1604976528,0,1,1,3,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976532.87782,0,1.00035,99,255,4,142,1231,2000,BFP,231,1604976526,0,1,1,5,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976532.90823,0,1.00045,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,7,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976533.25002,0,1.00102,23,255,1,147,1111,2000,PIOC,111,1604976527,0,1,1,5,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976533.40430,0,1.00108,11,255,3,152,1131,2000,PIOC,131,1604976528,0,1,1,4,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976533.87860,0,1.00078,99,255,4,142,1231,2000,BFP,231,1604976526,0,1,1,6,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976533.90938,0,1.00115,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,8,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976534.25169,0,1.00167,23,255,1,147,1111,2000,PIOC,111,1604976527,0,1,1,6,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976534.40514,0,1.00084,11,255,3,152,1131,2000,PIOC,131,1604976528,0,1,1,5,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976534.87946,0,1.00086,99,255,4,142,1231,2000,BFP,231,1604976526,0,1,1,7,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976534.90975,0,1.00037,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,9,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976535.25192,0,1.00023,23,255,1,147,1111,2000,PIOC,111,1604976527,0,1,1,7,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976535.40548,0,1.00034,11,255,3,152,1131,2000,PIOC,131,1604976528,0,1,1,6,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976535.87975,0,1.00029,99,255,4,142,1231,2000,BFP,231,1604976526,0,1,1,8,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976535.91008,0,1.00033,32,255,2,147,1121,2000,PIOC,121,1604976524,0,1,1,10,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1604976536.25273,0,1.00081,23,255,1,147,1111,2000,PIOC,111,1604976527,0,1,1,8,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
