pkt arrive time in UTC,Label,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1606275957.69218,0,1.00000,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,0,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275958.69315,0,1.00097,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,1,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275959.69388,0,1.00073,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,2,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275959.87690,0,1.00000,23,255,1,147,1111,2000,PIOC,111,1606275959,0,1,1,0,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275960.17862,0,1.00000,99,255,4,142,1231,2000,BFP,231,1606275960,0,1,1,0,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275960.19134,0,1.00000,11,255,3,152,1131,2000,PIOC,131,1606275960,0,1,1,0,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275960.69472,0,1.00084,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,3,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275960.87717,0,1.00027,23,255,1,147,1111,2000,PIOC,111,1606275959,0,1,1,1,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275961.17941,0,1.00079,99,255,4,142,1231,2000,BFP,231,1606275960,0,1,1,1,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275961.19261,0,1.00127,11,255,3,152,1131,2000,PIOC,131,1606275960,0,1,1,1,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275961.69524,0,1.00052,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,4,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275961.87839,0,1.00122,23,255,1,147,1111,2000,PIOC,111,1606275959,0,1,1,2,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275962.17935,0,0.99994,99,255,4,142,1231,2000,BFP,231,1606275960,0,1,1,2,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275962.19302,0,1.00041,11,255,3,152,1131,2000,PIOC,131,1606275960,0,1,1,2,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275962.69578,0,1.00054,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,5,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275962.87980,0,1.00141,23,255,1,147,1111,2000,PIOC,111,1606275959,0,1,1,3,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275963.17968,0,1.00033,99,255,4,142,1231,2000,BFP,231,1606275960,0,1,1,3,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275963.19341,0,1.00039,11,255,3,152,1131,2000,PIOC,131,1606275960,0,1,1,3,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275963.69635,0,1.00057,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,6,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275963.87966,0,0.99986,23,255,1,147,1111,2000,PIOC,111,1606275959,0,1,1,4,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275964.18054,0,1.00086,99,255,4,142,1231,2000,BFP,231,1606275960,0,1,1,4,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275964.19324,0,0.99983,11,255,3,152,1131,2000,PIOC,131,1606275960,0,1,1,4,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275964.69672,0,1.00037,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,7,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275964.88003,0,1.00037,23,255,1,147,1111,2000,PIOC,111,1606275959,0,1,1,5,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275965.18139,0,1.00085,99,255,4,142,1231,2000,BFP,231,1606275960,0,1,1,5,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275965.19342,0,1.00018,11,255,3,152,1131,2000,PIOC,131,1606275960,0,1,1,5,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275965.69743,0,1.00071,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,8,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275965.88040,0,1.00037,23,255,1,147,1111,2000,PIOC,111,1606275959,0,1,1,6,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275966.18231,0,1.00092,99,255,4,142,1231,2000,BFP,231,1606275960,0,1,1,6,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275966.19310,0,0.99968,11,255,3,152,1131,2000,PIOC,131,1606275960,0,1,1,6,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275966.69777,0,1.00034,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,9,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275966.88076,0,1.00036,23,255,1,147,1111,2000,PIOC,111,1606275959,0,1,1,7,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275967.18241,0,1.00010,99,255,4,142,1231,2000,BFP,231,1606275960,0,1,1,7,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275967.19262,0,0.99952,11,255,3,152,1131,2000,PIOC,131,1606275960,0,1,1,7,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275967.69879,0,1.00102,32,255,2,147,1121,2000,PIOC,121,1606275957,0,1,1,10,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275967.88117,0,1.00041,23,255,1,147,1111,2000,PIOC,111,1606275959,0,1,1,8,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275968.18282,0,1.00041,99,255,4,142,1231,2000,BFP,231,1606275960,0,1,1,8,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
1606275968.19248,0,0.99986,11,255,3,152,1131,2000,PIOC,131,1606275960,0,1,1,8,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1
